Sample Collection Date,Sample ID No.,Host Group,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
20150224,44797-076,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_076_1DTM,MK794182,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-076,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_076_1SD,MK794183,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-076,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_076_2DTM,MK794184,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-076,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_076_2SD,MK794185,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-076,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_076_3DTM,MK794186,14,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
20150224,44797-076,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_076_3SD,MK794187,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-077,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_077_1SD,MK794188,37,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-078,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_078_1LNA,MK794189,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,NA,cluster150
20150224,44797-078,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_078_1SD,MK794190,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-078,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_078_2SD,MK794191,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-079,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_079_1DTM,MK794192,1,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,NA,NA,cluster124
20150218,44797-079,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_079_1SD,MK794193,71,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,roseus,cluster26
20150218,44797-079,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_079_2SD,MK794194,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-079,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_079_3SD,MK794195,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-080,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_080_1DTM,MK794196,7,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-080,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_080_1SD,MK794197,32,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-080,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_080_2SD,MK794198,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-080,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_080_3SD,MK794199,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
20150218,44797-082,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_082_1SD,MK794200,4,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,NA,cluster60
20150218,44797-082,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_082_2SD,MK794201,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-083,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_083_1DTM,MK794202,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,tephrensis,cluster47
20150218,44797-083,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_083_1SD,MK794203,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster72
20150218,44797-083,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_083_2SD,MK794204,6,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-083,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_083_3SD,MK794205,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_1DTM,MK794206,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_1LNA,MK794207,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_1SD,MK794208,45,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_2DTM,MK794209,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,luteola,cluster129
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_2LNA,MK794210,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_2SD,MK794211,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,carnescens,cluster71
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_3DTM,MK794212,2,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,oryzae,cluster128
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_3SD,MK794213,15,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_4DTM,MK794214,1,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Eremomycetaceae,NA,NA,cluster197
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_4SD,MK794215,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,NA,NA,cluster52
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_5DTM,MK794216,45,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster54
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_5SD,MK794217,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_6SD,MK794218,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_7SD,MK794219,4,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,tassiana,cluster0
20150218,44797-084,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_084_8SD,MK794220,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-085,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_085_1SD,MK794221,5,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-085,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_085_2SD,MK794222,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-085,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_085_3SD,MK794223,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-086,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_086_1DTM,MK794224,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-086,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_086_1SD,MK794225,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-086,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_086_2SD,MK794226,9,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-086,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_086_3SD,MK794227,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-087,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_087_1DTM,MK794228,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster97
20150218,44797-087,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_087_1LNA,MK794229,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,NA,cluster46
20150218,44797-087,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_087_1SD,MK794230,2,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Guehomyces,pullulans,cluster114
20150218,44797-087,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_087_2LNA,MK794231,8,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster97
20150218,44797-087,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_087_2SD,MK794232,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-087,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_087_3SD,MK794233,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-088,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_088_1SD,MK794234,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-088,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_088_2SD,MK794235,2,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster54
20150218,44797-089,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_089_1SD,MK794236,9,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-089,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_089_2SD,MK794237,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,NA,NA,cluster52
20150218,44797-089,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_089_3SD,MK794238,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-089,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_089_4SD,MK794239,5,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_1DTM,MK794240,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_1LNA,MK794241,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_1SD,MK794242,46,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_2DTM,MK794243,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_2SD,MK794244,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_3DTM,MK794245,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_3SD,MK794246,8,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_4DTM,MK794247,2,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,NA,cluster20
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_4SD,MK794248,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,bialowiezense,cluster139
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_5DTM,MK794249,1,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster54
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_5SD,MK794250,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_6DTM,MK794251,1,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,NA,cluster20
20150218,44797-090,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_090_7DTM,MK794252,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,corylophilum,cluster61
20150218,44797-091,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_091_1DTM,MK794253,46,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster97
20150218,44797-091,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_091_1LNA,MK794254,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,NA,cluster46
20150218,44797-091,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_091_1SD,MK794255,33,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-091,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_091_2SD,MK794256,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-091,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_091_3SD,MK794257,17,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-091,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_091_4SD,MK794258,33,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_1DTM,MK794259,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_1SD,MK794260,33,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_2DTM,MK794261,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_2SD,MK794262,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_3DTM,MK794263,1,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,chlamydosporia,cluster186
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_3SD,MK794264,29,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150218,44797-092,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_092_4DTM,MK794265,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150218,44797-093,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_093_1DTM,MK794266,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-093,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_093_1LNA,MK794267,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-093,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_093_1SD,MK794268,20,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-093,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_093_2SD,MK794269,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-093,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_093_3SD,MK794270,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-094,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_094_1SD,MK794271,88,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-094,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_094_2SD,MK794272,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-095,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_095_1DTM,MK794273,1,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
20150218,44797-095,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_095_1SD,MK794274,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-095,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_095_2SD,MK794275,2,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA,cluster71
20150218,44797-095,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_095_3SD,MK794276,2,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,NA,cluster69
20150218,44797-096,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_096_1LNA,MK794277,13,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-096,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_096_1SD,MK794278,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-096,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_096_2LNA,MK794279,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-096,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_096_2SD,MK794280,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-096,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_096_3SD,MK794281,39,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-097,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_097_1DTM,MK794282,1,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,NA,cluster101
20150218,44797-097,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_097_1LNA,MK794283,2,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,mexicana,cluster101
20150218,44797-097,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_097_1SD,MK794284,20,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-097,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_097_2DTM,MK794285,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster97
20150218,44797-097,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_097_2SD,MK794286,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-097,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_097_4SD,MK794287,2,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,hyalina,cluster6
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_1DTM,MK794288,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_1LNA,MK794289,1,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,apis,cluster196
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_1SD,MK794290,18,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_2DTM,MK794291,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_2LNA,MK794292,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_2SD,MK794293,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_3LNA,MK794294,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_3SD,MK794295,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_4SD,MK794296,30,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150218,44797-098,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_098_5SD,MK794297,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150218,44797-099,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_099_1DTM,MK794298,1,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,umbrinum,cluster45
20150218,44797-099,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_099_1LNA,MK794299,3,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,NA,cluster46
20150218,44797-099,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_099_1SD,MK794300,5,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150218,44797-099,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_099_2LNA,MK794301,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster97
20150218,44797-099,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_099_2SD,MK794302,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150218,44797-099,Tolerant,Eptesicus fuscus,Iowa,WI,WI7,44797_099_3SD,MK794303,2,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,NA,cluster60
20150127,44797-100,Susceptible,Myotis septentrionalis,Crawford ,WI,WI4,44797_100_1DTM,MK794304,2,Ascomycota,NA,NA,NA,NA,NA,cluster144
20150127,44797-100,Susceptible,Myotis septentrionalis,Crawford ,WI,WI4,44797_100_1LNA,MK794305,27,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150127,44797-101,Susceptible,Myotis septentrionalis,Crawford ,WI,WI4,44797_101_1DTM,MK794306,33,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,NA,cluster19
20150127,44797-101,Susceptible,Myotis septentrionalis,Crawford ,WI,WI4,44797_101_1SD,MK794307,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150127,44797-101,Susceptible,Myotis septentrionalis,Crawford ,WI,WI4,44797_101_2SD,MK794308,29,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150127,44797-102,Susceptible,Myotis septentrionalis,Crawford ,WI,WI4,44797_102_1SD,MK794309,25,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150128,44797-103,Susceptible,Myotis septentrionalis,Crawford,WI,WI2,44797_103_1LNA,MK794310,2,Ascomycota,NA,NA,NA,NA,NA,cluster144
20150128,44797-103,Susceptible,Myotis septentrionalis,Crawford,WI,WI2,44797_103_1SD,MK794311,2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,parvispora,cluster58
