,Sample Collection Date,Sample ID No.,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
234,20170822,46388_1502,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
235,20170822,46388_1503,Antrozous pallidus,Marin,CA,CA7,46388_1503_1aSD,MK782266,2,Basidiomycota,Tremellomycetes,Holtermanniales,Holtermanniales_fam_Incertae_sedis,Holtermanniella,takashimae,cluster12
236,20170822,46388_1504,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
237,20170822,46388_1505,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
238,20170822,46388_1506,Antrozous pallidus,Marin,CA,CA7,46388_1506_1SD,MK782267,5,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster50
239,20170822,46388_1507,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
240,20170822,46388_1508,Antrozous pallidus,Marin,CA,CA7,46388_1508_1SD,MK782268,50,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster50
241,20170822,46388_1508,Antrozous pallidus,Marin,CA,CA7,46388_1508_2SD,MK782269,50,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
242,20170822,46388_1509,Antrozous pallidus,Marin,CA,CA7,46388_1509_1SD,MK782270,1,Basidiomycota,Tremellomycetes,Holtermanniales,Holtermanniales_fam_Incertae_sedis,Holtermanniella,takashimae,cluster12
243,20170822,46388_1510,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
244,20170822,46388_1511,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
245,20170822,46388_1512,Antrozous pallidus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
246,20170822,46388_1513,Antrozous pallidus,Marin,CA,CA7,46388_1513_1SD,MK782271,300,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster50
247,20170822,46388_1514,Myotis californicus,Marin,CA,CA7,,,no fungi isolated,,,,,,,
248,20170724,46388_1738,Myotis thysanodes,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
249,20170724,46388_1739,Corynorhinus townsendii,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
250,20170724,46388_1742,Myotis thysanodes,Mariposa,CA,CA8,46388_1742_1LNA,MK782308,1,Ascomycota,Leotiomycetes,Helotiales,,,,cluster163
251,20170724,46388_1743,Corynorhinus townsendii,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
252,20170724,46388_1747,Myotis thysanodes,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
253,20170724,46388_1749,Myotis evotis,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
254,20170724,46388_1751,Myotis evotis,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
255,20170724,46388_1758,Myotis volans,Mariposa,CA,CA8,46388_1758_1SD,MK782309,1,Basidiomycota,Tremellomycetes,Holtermanniales,Holtermanniales_fam_Incertae_sedis,Holtermanniella,takashimae,cluster12
256,20170724,46388_1767,Myotis evotis,Mariposa,CA,CA8,,,no fungi isolated,,,,,,,
257,,45701_693,Myotis thysanodes,,CA,,,,no fungi isolated,,,,,,,
258,,45701_698,Myotis thysanodes,,CA,,45701_698_1SD,MK782449,2,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,buckinghamii,cluster142
259,20170208,46370_1156,Corynorhinus townsendii,Montrose,CO,CO1,,,no fungi isolated,,,,,,,
260,20170208,46370_1163,Corynorhinus townsendii,Montrose,CO,CO1,46370_1163_1SD,MK782192,24,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
261,20170208,46370_1164,Corynorhinus townsendii,Montrose,CO,CO1,46370_1164_1LNA,MK782193,2,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
262,20170208,46370_1164,Corynorhinus townsendii,Montrose,CO,CO1,46370_1164_1SD,MK782194,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
263,20170208,46370_1166,Corynorhinus townsendii,Montrose,CO,CO1,46370_1166_1LNA,MK782195,2,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
264,20170208,46370_1166,Corynorhinus townsendii,Montrose,CO,CO1,46370_1166_2SD,MK782196,11,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
265,20170208,46370_1166,Corynorhinus townsendii,Montrose,CO,CO1,46370_1166_4LNA,MK782197,3,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,,cluster2
266,20170208,46370_1167,Corynorhinus townsendii,Montrose,CO,CO1,46370_1167_0LNA,MK782198,27,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,magnum,cluster56
267,20170208,46370_1167,Corynorhinus townsendii,Montrose,CO,CO1,46370_1167_1SD,MK782199,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
268,20170208,46370_1168,Corynorhinus townsendii,Montrose,CO,CO1,46370_1168_1SD,MK782200,6,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
269,20170208,46370_1172,Corynorhinus townsendii,Montrose,CO,CO1,46370_1172_1SD,MK782202,3,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
270,20170208,46370_1172,Corynorhinus townsendii,Montrose,CO,CO1,46370_1172_2LNA,MK782203,4,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
271,20170208,46370_1172,Corynorhinus townsendii,Montrose,CO,CO1,46370_1172_4LNA,MK782204,30,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,friedmannii,cluster204
272,20170208,46370_1173,Corynorhinus townsendii,Montrose,CO,CO1,,,no fungi isolated,,,,,,,
273,20170208,46370_1174,Corynorhinus townsendii,Montrose,CO,CO1,46370_1174_1SD,MK782205,1,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,,cluster130
274,20170208,46370_1174,Corynorhinus townsendii,Montrose,CO,CO1,46370_1174_2LNA,MK782206,1,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,,cluster89
275,20170208,46370_1174,Corynorhinus townsendii,Montrose,CO,CO1,46370_1174_3LNA,MK782207,1,Ascomycota,Leotiomycetes,Helotiales,,,,cluster92
276,20170208,46370_1174,Corynorhinus townsendii,Montrose,CO,CO1,46370_1174_3SD,MK782208,1,Ascomycota,Leotiomycetes,Helotiales,,,,cluster92
277,20170208,46370_1176,Corynorhinus townsendii,Montrose,CO,CO1,46370_1176_1LNA,MK782209,5,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
278,20170208,46370_1176,Corynorhinus townsendii,Montrose,CO,CO1,46370_1176_1SD,MK782210,6,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
279,20170208,46370_1177,Corynorhinus townsendii,Montrose,CO,CO1,,,no fungi isolated,,,,,,,
280,20170208,46370_1182,Corynorhinus townsendii,Montrose,CO,CO1,46370_1182_2LNA,MK782213,1,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,magnum,cluster56
281,20170208,46370_1184,Corynorhinus townsendii,Montrose,CO,CO1,46370_1184_0LNA,MK782214,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
282,20170208,46370_1184,Corynorhinus townsendii,Montrose,CO,CO1,46370_1184_3SD,MK782215,2,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster2
283,20170208,46370_1185,Corynorhinus townsendii,Montrose,CO,CO1,46370_1185_1LNA,MK782216,4,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
284,20170208,46370_1185,Corynorhinus townsendii,Montrose,CO,CO1,46370_1185_1SD,MK782217,1,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,rhododendri,cluster45
285,20170208,46370_1185,Corynorhinus townsendii,Montrose,CO,CO1,46370_1185_2SD,MK782218,4,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
286,20160516,45700_589,Corynorhinus townsendii,Bingham,ID,ID1,45700_589_1SD,MK782406,1,Ascomycota,Dothideomycetes,Dothideales,,,,cluster115
287,20160516,45700_590,Corynorhinus townsendii,Bingham,ID,ID1,,,no fungi isolated,,,,,,,
288,20160516,45700_592,Corynorhinus townsendii,Bingham,ID,ID1,45700_592_2aSD,MK782407,11,Ascomycota,Dothideomycetes,Dothideales,,,,cluster2
289,20160516,45700_595,Myotis ciliolabrum,Bingham,ID,ID1,,,no fungi isolated,,,,,,,
290,20160516,45700_597,Myotis ciliolabrum,Bingham,ID,ID1,45700_597_3SD,MK782408,9,Ascomycota,Dothideomycetes,Dothideales,,,,cluster115
291,20160516,45700_597,Myotis ciliolabrum,Bingham,ID,ID1,45700_597_5SD,MK782409,6,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Udeniomyces,puniceus,cluster161
292,20160516,45700_597,Myotis ciliolabrum,Bingham,ID,ID1,45700_597_6aSD,MK782410,1,Basidiomycota,Tremellomycetes,Holtermanniales,Holtermanniales_fam_Incertae_sedis,Holtermanniella,takashimae,cluster12
293,20160516,45700_597,Myotis ciliolabrum,Bingham,ID,ID1,45700_597_6bSD,MK782411,1,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,globosus,cluster102
294,20160516,45700_597,Myotis ciliolabrum,Bingham,ID,ID1,45700_597_8SD,MK782412,1,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,globosus,cluster102
295,20160518,45700_942,Myotis ciliolabrum,Bingham,ID,ID2,,,no fungi isolated,,,,,,,
296,20160518,45700_964,Myotis ciliolabrum,Bingham,ID,ID2,45700_964_0LNA,MK782481,2,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,wieringae,cluster55
297,20160518,45700_964,Myotis ciliolabrum,Bingham,ID,ID2,45700_964_1LNA,MK782482,1,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,wieringae,cluster55
298,20160518,45700_965,Corynorhinus townsendii,Bingham,ID,ID2,,,no fungi isolated,,,,,,,
299,20160518,45700_969,Myotis ciliolabrum,Bingham,ID,ID2,45700_969_2SD,MK782483,1,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,globosus,cluster102
300,20160518,45700_969,Myotis ciliolabrum,Bingham,ID,ID2,45700_969_4SD,MK782484,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,,cluster71
301,20160523,45700_523,Myotis lucifugus,Bear Lake,ID,ID3,,,no fungi isolated,,,,,,,
302,20160523,45700_524,Myotis lucifugus,Bear Lake,ID,ID3,,,no fungi isolated,,,,,,,
303,20160523,45700_525,Myotis evotis,Bear Lake,ID,ID3,,,no fungi isolated,,,,,,,
304,20160523,45700_526,Myotis evotis,Bear Lake,ID,ID3,,,no fungi isolated,,,,,,,
305,20160523,45700_528,Myotis lucifugus,Bear Lake,ID,ID3,45700_528_3SD,MK782404,2,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster193
306,20160523,45700_530,Myotis lucifugus,Bear Lake,ID,ID3,,,no fungi isolated,,,,,,,
307,20160523,45700_531,Myotis lucifugus,Bear Lake,ID,ID3,,,no fungi isolated,,,,,,,
308,20170918,46371_1097,Myotis volans,Cascade,MT,MT1,46371_1097_1SD,MK782171,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster50
309,20170927,46371_1098,Myotis evotis,Cascade,MT,MT1,46371_1098_1SD,MK782172,1,Ascomycota,Dothideomycetes,Dothideales,,,,cluster2
310,20170927,46371_1098,Myotis evotis,Cascade,MT,MT1,46371_1098_2SD,MK782173,1,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,tormentillae,cluster48
311,20170927,46371_1136,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
312,20170927,46371_1141,Myotis evotis,Cascade,MT,MT1,46371_1141_1SD,MK782187,30,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Udeniomyces,kanasensis,cluster103
313,20170927,46371_1141,Myotis evotis,Cascade,MT,MT1,46371_1141_2SD,MK782188,50,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,,cluster60
314,20170927,46371_1141,Myotis evotis,Cascade,MT,MT1,46371_1141_3SD,MK782189,30,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,macrosporum,cluster146
315,20170918,46371_1142,Myotis evotis,Cascade,MT,MT1,46371_1142_1SD,MK782190,30,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,macrosporum,cluster146
316,20170927,46371_1144,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
317,20170927,46371_1149,Myotis volans,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
318,20170927,46371_1150,Myotis volans,Cascade,MT,MT1,46371_1150_1SD,MK782191,4,Ascomycota,Dothideomycetes,Dothideales,,,,cluster2
319,20170927,46371_1152,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
320,20170918,46371_1153,Myotis volans,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
321,20170927,46371_1178,Myotis evotis,Cascade,MT,MT1,46371_1178_1SD,MK782211,3,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,inouyei,cluster80
322,20170927,46371_1180,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
323,20170927,46371_1181,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
324,20170927,46371_1324,Myotis evotis,Cascade,MT,MT1,46371_1324_1SD,MK782222,5,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,inouyei,cluster80
325,20170927,46371_1334,Myotis evotis,Cascade,MT,MT1,46371_1334_1LNA,MK782223,4,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,mucilaginosa,cluster60
326,20170927,46371_1337,Myotis evotis,Cascade,MT,MT1,46371_1337_1SD,MK782224,5,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster11
327,20170927,46371_1337,Myotis evotis,Cascade,MT,MT1,46371_1337_2SD,MK782225,2,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,encephala,cluster212
328,20170927,46371_1341,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
329,20170927,46371_1343,Myotis evotis,Cascade,MT,MT1,46371_1343_1SD,MK782226,3,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster2
330,20170927,46371_1343,Myotis evotis,Cascade,MT,MT1,46371_1343_2SD,MK782227,2,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster50
331,20170927,46371_1350,Myotis volans,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
332,20170918,46371_1351,Myotis evotis,Cascade,MT,MT1,46371_1351_1LNA,MK782228,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,glaebosa,cluster76
333,20170918,46371_1351,Myotis evotis,Cascade,MT,MT1,46371_1351_1SD,MK782229,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,glaebosa,cluster76
334,20170918,46371_1351,Myotis evotis,Cascade,MT,MT1,46371_1351_2SD,MK782230,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,glaebosa,cluster76
335,20170927,46371_1352,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
336,20170918,46371_1784,Myotis evotis,Cascade,MT,MT1,46371_1784_1LNA,MK782313,2,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,alba,cluster74
337,20170918,46371_1784,Myotis evotis,Cascade,MT,MT1,46371_1784_1SD,MK782314,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,alba,cluster74
338,20170918,46371_1785,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
339,20170918,46371_1786,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
340,20170918,46371_1787,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
341,20170918,46371_1788,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
342,20170918,46371_1789,Myotis evotis,Cascade,MT,MT1,,,no fungi isolated,,,,,,,
343,20170214,46371_1130,Corynorhinus townsendii,Judith Basin,MT,MT2,46371_1130_2LNA,MK782176,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,hyalina,cluster59
344,20170214,46371_1131,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1131_5LNA,MK782177,1,Ascomycota,Sordariomycetes,Hypocreales,,,,cluster144
345,20170214,46371_1132,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1132_2SD,MK782178,10,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster11
346,20170214,46371_1132,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1132_3SD,MK782179,3,Basidiomycota,Tremellomycetes,Tremellales,Phaeotremellaceae,Gelidatrema,,cluster11
347,20170214,46371_1132,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1132_3SD,MK782180,10,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster14
348,20170214,46371_1132,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1132_7LNA,MK782181,1,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,carpini,cluster139
349,20170214,46371_1133,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1133_2LNA,MK782182,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,cluster50
350,20170214,46371_1134,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1134_4SD,MK782183,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,,cluster9
351,20170214,46371_1134,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1134_6LNA,MK782184,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,heimaeyensis,cluster9
352,20170214,46371_1135,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1135_3LNA,MK782185,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,heimaeyensis,cluster9
353,20170214,46371_1135,Eptesicus fuscus,Judith Basin,MT,MT2,46371_1135_6LNA,MK782186,4,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,heimaeyensis,cluster9
354,20170822,46419_041,Myotis volans,Nye,NV,NV1,,,no fungi isolated,,,,,,,
355,20170822,46419_043,Myotis evotis,Nye,NV,NV1,,,no fungi isolated,,,,,,,
356,20170822,46419_045,Myotis volans,Nye,NV,NV1,,,no fungi isolated,,,,,,,
357,20170822,46419_052,Myotis volans,Nye,NV,NV1,,,no fungi isolated,,,,,,,
358,20170822,46419_053,Myotis volans,Nye,NV,NV1,46419_053_1SD,MK782405,3,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,carnescens,cluster143
359,20170822,46419_057,Myotis evotis,Nye,NV,NV1,,,no fungi isolated,,,,,,,
360,20170822,46419_059,Myotis volans,Nye,NV,NV1,,,no fungi isolated,,,,,,,
361,20170822,46419_060,Myotis evotis,Nye,NV,NV1,,,no fungi isolated,,,,,,,
362,20180201,46419_1797,Myotis ciliolabrum,White Pine,NV,NV2,46419_1797_1SD,MK782315,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,,cluster9
363,20180201,46419_1798,Myotis ciliolabrum,White Pine,NV,NV2,46419_1798_1SD,MK782316,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,,cluster9
364,20180201,46419_1823,Myotis ciliolabrum,White Pine,NV,NV2,46419_1823_1SD,MK782323,3,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,,cluster9
365,20180201,46419_1823,Myotis ciliolabrum,White Pine,NV,NV2,46419_1823_4SD,MK782324,3,Ascomycota,Sordariomycetes,Hypocreales,,,,cluster78
366,20180201,46419_1796,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
367,20180201,46419_1799,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
368,20180201,46419_1800,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
369,20180201,46419_1801,Myotis ciliolabrum,White Pine,NV,NV2,46419_1801_1SD,MK782317,2,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,tephrensis,cluster116
370,20180201,46419_1814,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
371,20180201,46419_1816,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
372,20180201,46419_1817,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
373,20180201,46419_1818,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
374,20180201,46419_1819,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
375,20180201,46419_1820,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
376,20180201,46419_1822,Myotis ciliolabrum,White Pine,NV,NV2,,,no fungi isolated,,,,,,,
377,20170822,46419_005,Myotis volans,Nye,NV,NV3,,,no fungi isolated,,,,,,,
378,20170822,46419_008,Myotis evotis,Nye,NV,NV3,46419_008_1SD,MK782478,3,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster11
379,20170822,46419_009,Myotis evotis,Nye,NV,NV3,46419_009_1SD,MK782494,1,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,cluster215
380,20170822,46419_054,Myotis evotis,Nye,NV,NV3,,,no fungi isolated,,,,,,,
381,20170822,46419_062,Myotis volans,Nye,NV,NV3,,,no fungi isolated,,,,,,,
382,20170822,46419_065,Myotis volans,Nye,NV,NV3,,,no fungi isolated,,,,,,,
383,20170822,46419_14,Myotis evotis,Nye,NV,NV3,,,no fungi isolated,,,,,,,
384,20170824,46419_071,Myotis evotis,Nye,NV,NV3,46419_071_1SD,MK782453,1,Ascomycota,Dothideomycetes,Myriangiales,,,,cluster37
385,20170822,46419_070,Myotis volans,Nye,NV,NV4,46419_070_1SD,MK782451,1,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,,cluster173
386,20170822,46419_073,Myotis volans,Nye,NV,NV4,,,no fungi isolated,,,,,,,
387,20170822,46419_077,Myotis evotis,Nye,NV,NV4,,,no fungi isolated,,,,,,,
388,20170822,46419_078,Myotis volans,Nye,NV,NV4,,,no fungi isolated,,,,,,,
389,20170822,46419_079,Myotis volans,Nye,NV,NV4,46419_079_1SD,MK782454,2,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,pimensis,cluster94
390,20170822,46419_079,Myotis volans,Nye,NV,NV4,46419_079_2SD,MK782455,1,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,malvinella,cluster189
391,20170809,46419_021,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
392,20170809,46419_022,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
393,20170809,46419_023,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
394,20170809,46419_024,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
395,20170809,46419_025,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
396,20170809,46419_026,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
397,20170809,46419_027,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
398,20170809,46419_028,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
399,20170809,46419_029,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
400,20170809,46419_030,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
401,20170809,46419_031,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
402,20170809,46419_032,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
403,20170809,46419_033,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
404,20170809,46419_034,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
405,20170809,46419_035,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
406,20170809,46419_036,Corynorhinus townsendii,White Pine,NV,NV5,46419_036_1SD,MK782393,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,foliicola,cluster9
407,20170809,46419_036,Corynorhinus townsendii,White Pine,NV,NV5,46419_036_2SD,MK782394,1,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,wieringae,cluster55
408,20170809,46419_037,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
409,20170809,46419_038,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
410,20170809,46419_039,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
411,20170809,46419_040,Corynorhinus townsendii,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
412,20171007,46419_1808,Myotis ciliolabrum,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
413,20171007,46419_1809,Myotis ciliolabrum,White Pine,NV,NV5,46419_1809_1SD,MK782318,2,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,friedmannii,cluster204
414,20171007,46419_1810,Myotis ciliolabrum,White Pine,NV,NV5,,,no fungi isolated,,,,,,,
415,20171007,46419_1811,Myotis ciliolabrum,White Pine,NV,NV5,46419_1811_1SD,MK782319,15,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster2
416,20171007,46419_1811,Myotis ciliolabrum,White Pine,NV,NV5,46419_1811_2SD,MK782320,15,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster50
417,20171007,46419_1812,Myotis ciliolabrum,White Pine,NV,NV5,46419_1812_1SD,MK782321,2,Basidiomycota,,,,,,cluster111
